,id,questions
275,040570da-7df9-4949-8aab-1fc3bf401a0c,"What is the prep and bake time for brie, courgette & red pepper muffins (recipe says ~25 min prep, 35 min cooking)?"
276,0903d2cb-89fc-4581-b4ac-bf7537465f77,"Cheesy sausage rolls baked in a muffin tin with mature cheddar, spring onions and garlic butter — is there an easy recipe for this?"
276,0903d2cb-89fc-4581-b4ac-bf7537465f77,Recipe using a 500g bread mix and 8 cooked sausages to make muffin-tin sausage rolls — total time around 2 hours 10 minutes?
276,0903d2cb-89fc-4581-b4ac-bf7537465f77,Looking for a savoury baking recipe: cheesy sausage rolls that are about 294 kcal and 13g protein per portion — is this the one?
276,0903d2cb-89fc-4581-b4ac-bf7537465f77,"How many rolls/servings do you get from a recipe that uses 8 bangers, a 500g bread mix and a muffin tin?"
276,0903d2cb-89fc-4581-b4ac-bf7537465f77,5-star cheesy sausage roll recipe — any tips for using garlic butter and grated mature cheddar in muffin-tin rolls?
277,04096897-7307-4789-a3a5-100753772d78,How do I make Cheese & Marmite pasties with shortcrust pastry and grated potato?
277,04096897-7307-4789-a3a5-100753772d78,"Are these Marmite and mature cheddar pasties good for picnics, and do they really take about 85 minutes total?"
277,04096897-7307-4789-a3a5-100753772d78,Can I use Vegemite and a vegetarian cheddar alternative in the Cheese & Marmite pasties?
277,04096897-7307-4789-a3a5-100753772d78,Are Cheese & Marmite pasties difficult to make? The recipe is marked as 'more effort' — what skill level and prep should I expect?
277,04096897-7307-4789-a3a5-100753772d78,What are the key ingredients for Cheese & Marmite pasties — does it include spring onions and breadcrumbs with the cheese?
278,dc5a6069-30c8-4726-9975-8731b065d55e,"Easy leek, goat's cheese and walnut tart on ready-rolled puff pastry — is there a recipe that takes about 55 minutes total?"
278,dc5a6069-30c8-4726-9975-8731b065d55e,"Looking for a quick lunchtime open puff pastry pie with leeks, lemon and thyme (prep 25 min, cook 30 min) — any vegetarian tart like that?"
278,dc5a6069-30c8-4726-9975-8731b065d55e,How do I make a savoury leek and soft goat's cheese tart topped with chopped walnuts and parsley for a main course?
278,dc5a6069-30c8-4726-9975-8731b065d55e,"5-star rated recipe for a simple leek, goat's cheese and walnut tart using store-bought puff pastry?"
278,dc5a6069-30c8-4726-9975-8731b065d55e,"Can I get a lemony leek and walnut tart (vegetarian, easy) that's good for a quick lunch or light main?"
279,c0da76b2-458a-43e6-949e-614241aea05f,Easy cheese & onion bread recipe using malted grain brown or wholemeal flour — ready in about 50 minutes?
279,c0da76b2-458a-43e6-949e-614241aea05f,How can I bake a savory cheese and onion loaf with mature cheddar and thin onion wedges for a sharing starter?
279,c0da76b2-458a-43e6-949e-614241aea05f,Quick savoury baking: cheese and onion bread that uses a 7g sachet of dried yeast and only 20 minutes prep?
279,c0da76b2-458a-43e6-949e-614241aea05f,"Is there a simple, 5-star rated cheese and onion bread that's about 183 kcal per serving?"
279,c0da76b2-458a-43e6-949e-614241aea05f,Can I make an easy cheese and onion bread using olive oil and a beaten egg in under an hour?
280,45ef841b-16c6-4b51-8964-bcb775123a72,Easy 45-minute garlic and prosciutto plait recipe — where can I find a simple savoury braided loaf?
280,45ef841b-16c6-4b51-8964-bcb775123a72,Top-rated (5-star) artisan savoury plait with garlic and chopped prosciutto — any recipes using malted grain brown flour?
280,45ef841b-16c6-4b51-8964-bcb775123a72,How do I make a quick garlic & prosciutto braided bread using wholemeal or granary flour with about 20 minutes prep?
280,45ef841b-16c6-4b51-8964-bcb775123a72,Is there a low-calorie garlic and prosciutto plait that’s roughly 81 kcal per serving?
280,45ef841b-16c6-4b51-8964-bcb775123a72,Simple savoury plait idea using crushed garlic and 5 slices of prosciutto — easy recipe suggestions?
281,d1a81836-388c-49b5-8a0a-af0db2db0c9c,"Easy cheese, rosemary & potato loaf with gruyère and parmesan — can I make this in about 55 minutes?"
281,d1a81836-388c-49b5-8a0a-af0db2db0c9c,How do I make a savoury scone-style loaf using cooked new potatoes and natural yogurt (no yeast)?
281,d1a81836-388c-49b5-8a0a-af0db2db0c9c,"What’s the recipe for a garlic, rosemary and sliced potato loaf that only takes 35 minutes to bake?"
281,d1a81836-388c-49b5-8a0a-af0db2db0c9c,Five-star cheese and rosemary potato loaf — can I use a vegetarian parmesan alternative and keep the same texture?
281,d1a81836-388c-49b5-8a0a-af0db2db0c9c,Cheese and potato loaf nutrition — is it around 379 kcal and 12g protein per serving?
282,8965fc90-233c-46f8-8d26-64343d49360b,How do I make olive bread swirls with black and green olives and fresh basil in about 50 minutes?
282,8965fc90-233c-46f8-8d26-64343d49360b,Savory rolls with anchovies and garlic — is there a party-friendly olive swirl recipe for lunch?
282,8965fc90-233c-46f8-8d26-64343d49360b,Recipe for olive bread swirls using strong white flour and extra-virgin olive oil (more effort) — any tips?
282,8965fc90-233c-46f8-8d26-64343d49360b,Are these olive swirls around 258 kcal per portion and about 6g protein each?
282,8965fc90-233c-46f8-8d26-64343d49360b,5-star olive and basil swirl rolls — how many do they make and are they good as a side for a lunch party?
283,191f59af-841c-4b60-9dd1-72c2228f072f,"How can I make homemade soft pretzels with a chewy crust and soft, fluffy interior in about 60 minutes?"
283,191f59af-841c-4b60-9dd1-72c2228f072f,Is there a pretzel recipe that uses dark muscovado sugar and melted butter for a richer dough?
283,191f59af-841c-4b60-9dd1-72c2228f072f,What's Edd Kimber's soft pretzel recipe that recommends a honey-and-mustard dip and a bicarbonate of soda bath?
283,191f59af-841c-4b60-9dd1-72c2228f072f,Soft pretzels with an egg glaze and flaked sea salt—how long do they need to bake and is this a difficult recipe?
283,191f59af-841c-4b60-9dd1-72c2228f072f,Where can I find a highly rated (5-star) savoury baking recipe for soft pretzels that takes around 40 minutes prep and 20 minutes cooking?
284,48d79d8c-2ded-4276-bcb1-b4c41f685e6f,Where can I find a tear-and-share cheese & pesto whirls recipe with mozzarella and semi-dried/sun-dried tomatoes that takes about 80 minutes total?
284,48d79d8c-2ded-4276-bcb1-b4c41f685e6f,How do I make herby pesto bread rolls (tear-and-share) with grated mozzarella and parmesan — good for a picnic or dipping in soup?
284,48d79d8c-2ded-4276-bcb1-b4c41f685e6f,"5-star savoury baking recipe for pesto and cheese whirls that uses fresh pesto, basil and semi-dried tomatoes — is it difficult and how long does it take?"
284,48d79d8c-2ded-4276-bcb1-b4c41f685e6f,"Can I make cheese & pesto whirls using strong white bread flour and fast-action yeast at home — prep 40 min, cook 40 min?"
284,48d79d8c-2ded-4276-bcb1-b4c41f685e6f,"Looking for a more-effort recipe for mozzarella, pesto and sun-dried tomato whirls — any tips for getting the rolls soft and cheesy?"
285,4c084cc6-6897-4e17-b09c-7613feb5da2a,Is there a tear & share gruyère and onion bread roll recipe that takes about 80 minutes total and is good for a buffet?
285,4c084cc6-6897-4e17-b09c-7613feb5da2a,"How do I make savoury tear-and-share rolls filled with gruyère, thyme and onions (uses strong bread flour and fast-action yeast)?"
285,4c084cc6-6897-4e17-b09c-7613feb5da2a,"Looking for a more-effort cheese and onion tear & share loaf — this one is rated 5 stars and uses 140g gruyère, is it easy to scale for guests?"
285,4c084cc6-6897-4e17-b09c-7613feb5da2a,Do you have a recipe for soft white rolls filled with gruyère and thinly sliced onions that needs around 45 minutes prep and 35 minutes baking?
285,4c084cc6-6897-4e17-b09c-7613feb5da2a,Party idea: gruyère & onion tear-and-share buns with thyme and olive oil — any recipe like that suitable for a buffet?
286,e19a7207-2842-4a0c-85ea-bcc010ca452b,Easy jumbo sausage roll with spicy salsa beans — can I make this in about 50 minutes?
286,e19a7207-2842-4a0c-85ea-bcc010ca452b,Student-friendly giant sausage roll recipe using ready-rolled puff pastry and a jar of hot salsa?
286,e19a7207-2842-4a0c-85ea-bcc010ca452b,5-star sausage roll with cannellini (or haricot) beans and green chilli — how spicy will it be?
286,e19a7207-2842-4a0c-85ea-bcc010ca452b,How do I make a big sausage roll for sharing using sausagemeat (or 8 sausages) and baked salsa beans?
286,e19a7207-2842-4a0c-85ea-bcc010ca452b,Savoury baking: simple jumbo sausage roll with baked beans (canned haricot) — what are the cooking time and servings?
287,49e487a5-76f4-4a65-a981-ee9048397e3d,How do I make authentic Brazilian cheese bread (pão de queijo) with tapioca flour and parmesan in about 50 minutes?
287,49e487a5-76f4-4a65-a981-ee9048397e3d,"Simple, beginner-friendly pão de queijo recipe using whole milk and butter — is this easy to make?"
287,49e487a5-76f4-4a65-a981-ee9048397e3d,"Looking for a savoury baking recipe for light, fluffy cheese puffs best served warm (Brazilian pão de queijo)"
287,49e487a5-76f4-4a65-a981-ee9048397e3d,Can I bake pão de queijo with tapioca flour and grated parmesan and have it ready in under an hour?
287,49e487a5-76f4-4a65-a981-ee9048397e3d,Any 4-star pão de queijo recipes — quick 50-minute Brazilian cheese puffs for a snack?
288,ff4c42f6-6c43-475b-96e6-d36bb2656343,How do I make quick microwave brownies with peanut butter and jam in about 15 minutes?
288,ff4c42f6-6c43-475b-96e6-d36bb2656343,"Looking for an easy, small-batch microwave chocolate brownie recipe that uses peanut butter and a few teaspoons of jam—any suggestions?"
288,ff4c42f6-6c43-475b-96e6-d36bb2656343,"Is there a beginner-friendly microwave brownie (not a mug cake) that combines cocoa, peanut butter and jam?"
288,ff4c42f6-6c43-475b-96e6-d36bb2656343,Quick dessert idea: microwave peanut butter and chocolate brownies with jam — they say 5 minutes cooking time; is this recipe really that fast and easy?
288,ff4c42f6-6c43-475b-96e6-d36bb2656343,"Where can I find a highly-rated (4★) microwave brownie recipe with peanut butter, cocoa and jam that's ready in 15 minutes?"
289,1e998ecd-9d38-45f0-b13a-aa21ffe3791e,Easy blood orange and poppy seed muffins with a citrus drizzle — is there a quick 35-minute recipe?
289,1e998ecd-9d38-45f0-b13a-aa21ffe3791e,"How do I make light, citrussy blood orange & poppy drizzle muffins that can be served with ice cream or Greek yogurt?"
289,1e998ecd-9d38-45f0-b13a-aa21ffe3791e,"Quick muffin recipe using blood oranges, poppy seeds and golden caster sugar (5-star rating)?"
289,1e998ecd-9d38-45f0-b13a-aa21ffe3791e,Simple blood orange muffins made with rapeseed or sunflower oil and milk — about 20 minutes prep and 15 minutes baking?
289,1e998ecd-9d38-45f0-b13a-aa21ffe3791e,Where can I find a light blood orange & poppy seed muffin recipe with a sweet granulated sugar drizzle?
290,145df499-ebf2-4e4c-805a-a978d9921b7e,Microwave coffee & walnut cake ready in 25 minutes — is there a simple recipe for that?
290,145df499-ebf2-4e4c-805a-a978d9921b7e,Easy microwave coffee and walnut cake using instant coffee and walnut pieces for a last-minute bake?
290,145df499-ebf2-4e4c-805a-a978d9921b7e,How can I make a small coffee cake with coffee icing (instant coffee + icing sugar) in the microwave?
290,145df499-ebf2-4e4c-805a-a978d9921b7e,"Quick microwave cake that uses 85g butter and 2 eggs — coffee & walnut flavour, how do I make it?"
290,145df499-ebf2-4e4c-805a-a978d9921b7e,Is there an easy microwave coffee & walnut cake recipe around 538 kcal per serving with a good (4‑star) rating?
291,d6ddf262-edb3-47a0-88b6-cd576d243ad2,Is there an easy vegan banana and peanut butter cupcake recipe that uses egg-free mayonnaise and almond milk?
291,d6ddf262-edb3-47a0-88b6-cd576d243ad2,Vegan cupcakes with mashed banana and peanut butter — is there a 45-minute total time recipe?
291,d6ddf262-edb3-47a0-88b6-cd576d243ad2,"Looking for a dairy-free cupcake recipe using vegan margarine, almond milk and peanut butter (banana flavored) — any suggestions?"
291,d6ddf262-edb3-47a0-88b6-cd576d243ad2,Any highly rated (5-star) vegan banana cupcakes that include vegan dark chocolate chips and a peanut butter element?
291,d6ddf262-edb3-47a0-88b6-cd576d243ad2,Quick beginner-friendly vegan cupcakes using egg-free mayo and mashed bananas — about 25 minutes prep?
292,c7449afa-5874-4a78-8b19-20daef47dc4b,Quick microwave mug cake with cocoa and self-raising flour — ready in about 7 minutes?
292,c7449afa-5874-4a78-8b19-20daef47dc4b,"Easy single-serving chocolate mug cake using storecupboard ingredients (egg, milk, oil) for beginners?"
292,c7449afa-5874-4a78-8b19-20daef47dc4b,"Simple microwave mug cake with vanilla essence and optional chocolate chips — 5 min prep, 2 min cook?"
292,c7449afa-5874-4a78-8b19-20daef47dc4b,4-star chocolate mug cake that's great served with a scoop of vanilla ice cream — recipe?
292,c7449afa-5874-4a78-8b19-20daef47dc4b,"How can I make a microwave mug cake using just self-raising flour, caster sugar, cocoa and an egg?"
293,857325c3-2098-4fc7-9fad-8ab61f2184a7,Is there an easy raspberry Bakewell cake recipe that uses ground almonds and fresh raspberries?
293,857325c3-2098-4fc7-9fad-8ab61f2184a7,Can I make an almondy Bakewell cake with flaked almonds on top in about 60 minutes (10 min prep + 50 min bake)?
293,857325c3-2098-4fc7-9fad-8ab61f2184a7,Simple Bakewell cake for using pick-your-own raspberries — what ingredients and quantities do I need?
293,857325c3-2098-4fc7-9fad-8ab61f2184a7,How many calories and protein are in a slice of a raspberry Bakewell cake (around 411 kcal and 8g protein)?
293,857325c3-2098-4fc7-9fad-8ab61f2184a7,Five-star easy Bakewell cake with raspberries — what's the recipe and is it suitable for home bakers?
294,43eae272-9411-4333-9a9b-3430d23d73eb,Easy chocolate cupcakes with soured cream and sunflower oil — is there a simple 40-minute recipe?
294,43eae272-9411-4333-9a9b-3430d23d73eb,How do I make chocolate cupcakes using dark chocolate chunks and light muscovado sugar?
294,43eae272-9411-4333-9a9b-3430d23d73eb,Looking for an easy chocolate cupcake recipe I can freeze and revive with a quick microwave blast — any suggestions?
294,43eae272-9411-4333-9a9b-3430d23d73eb,What’s a straightforward chocolate cupcake recipe (about 534 kcal per portion) that uses self-raising flour and cocoa?
294,43eae272-9411-4333-9a9b-3430d23d73eb,4-star rated easy chocolate cupcakes — family-friendly recipe using vanilla and eggs?
295,43f34d68-a16c-40a4-a8c3-a09b2b46299f,Easy choc-cherry muffins with dried sour cherries and both white and dark chocolate chunks — how do I make them?
295,43f34d68-a16c-40a4-a8c3-a09b2b46299f,Freezer-friendly muffin recipe ready in about 40 minutes that uses natural yogurt and melted butter?
295,43f34d68-a16c-40a4-a8c3-a09b2b46299f,Are there choc-cherry muffins around 386 kcal per portion and rated 5 stars that are quick to prepare?
295,43f34d68-a16c-40a4-a8c3-a09b2b46299f,Simple muffin recipe using self-raising flour and bicarbonate of soda with sour cherries and chocolate chunks — suitable for beginners?
295,43f34d68-a16c-40a4-a8c3-a09b2b46299f,Choc-cherry muffins with white and dark chocolate chunks — what’s the prep time and difficulty level?
296,daabaefb-9a0e-44b0-91a1-9f1cb802a17e,How do I make easy fudgy microwave brownies with milk chocolate chips in under 15 minutes?
296,daabaefb-9a0e-44b0-91a1-9f1cb802a17e,Quick microwave brownie recipe using salted butter and caster sugar — ready in about 10–15 minutes?
296,daabaefb-9a0e-44b0-91a1-9f1cb802a17e,Beginner-friendly microwave brownies with unsweetened cocoa powder and a fudgy texture — any tips?
296,daabaefb-9a0e-44b0-91a1-9f1cb802a17e,Simple one‑bowl microwave brownies that only need 5 minutes cooking time — is there a reliable recipe?
296,daabaefb-9a0e-44b0-91a1-9f1cb802a17e,Easy microwave brownie recipe rated around 3 stars — good for a fast indulgent dessert with chocolate chips?
297,f6c0a2fa-bcf2-4a53-87bf-98ffea338a96,Microwave chocolate cake with creamy ganache — is there a quick 15-minute recipe by Edwina Hanslo?
297,f6c0a2fa-bcf2-4a53-87bf-98ffea338a96,Easy microwave chocolate cake that uses sunflower oil instead of butter — recipe with dark chocolate ganache and sprinkles?
297,f6c0a2fa-bcf2-4a53-87bf-98ffea338a96,15-minute microwave chocolate cake (about 364 kcal) — how many does this recipe serve and is it beginner-friendly?
297,f6c0a2fa-bcf2-4a53-87bf-98ffea338a96,Quick single-bowl microwave chocolate cake using 3 tbsp cocoa and 175g caster sugar — best recipe for busy mums?
297,f6c0a2fa-bcf2-4a53-87bf-98ffea338a96,How do I make a speedy ganache topping for a microwave cake using 100g dark chocolate and 5 tbsp double cream?
298,40b77eb8-4b38-4d43-8271-908e1292f8e3,Easy basic muffin recipe with chocolate chips or dried cherries — about 45 minutes total?
298,40b77eb8-4b38-4d43-8271-908e1292f8e3,"Simple muffin using 2 medium eggs, 125ml vegetable oil and 400g self-raising flour (or plain + baking powder)?"
298,40b77eb8-4b38-4d43-8271-908e1292f8e3,Reader-submitted 5-star chocolate chip muffin for beginners — is there a straightforward recipe?
298,40b77eb8-4b38-4d43-8271-908e1292f8e3,"How do I make basic muffins with golden caster sugar and 250ml semi-skimmed milk, and can I swap in sultanas or nuts?"
298,40b77eb8-4b38-4d43-8271-908e1292f8e3,No-fuss muffin recipe that needs roughly 20 minutes prep and 25 minutes baking — what's a good basic formula?
299,daf8702d-d1e9-4dd7-8a8f-1c0d405f9ec1,Quick banoffee muffins topped with fresh cream and salted caramel — is there a 50-minute recipe for these?
299,daf8702d-d1e9-4dd7-8a8f-1c0d405f9ec1,Easy banoffee muffin recipe that uses spelt flour and ground cardamom — any tips for flavor balance?
299,daf8702d-d1e9-4dd7-8a8f-1c0d405f9ec1,"How do I make banana muffins with walnuts and full-fat yogurt, finished with a muscovado salted caramel?"
299,daf8702d-d1e9-4dd7-8a8f-1c0d405f9ec1,"How many muffins does this easy banoffee muffins with cream & salted caramel recipe typically make, and is it good for beginners?"
299,daf8702d-d1e9-4dd7-8a8f-1c0d405f9ec1,What’s the best way to make the salted caramel for banoffee muffins using muscovado sugar and double cream?
300,fe868a06-2967-4f32-8e01-038429857b76,Easy low-fat banana and blueberry muffins with buttermilk and porridge oats — is this a 30-minute recipe?
300,fe868a06-2967-4f32-8e01-038429857b76,Looking for banana & blueberry muffins made with light muscovado sugar and egg whites (around 202 kcal each)?
300,fe868a06-2967-4f32-8e01-038429857b76,How to make moist banana blueberry muffins using light olive oil and an oats topping?
300,fe868a06-2967-4f32-8e01-038429857b76,Quick banana and blueberry muffins that keep 3 days in an airtight container or freeze for a month — is there an easy recipe?
300,fe868a06-2967-4f32-8e01-038429857b76,Banana and blueberry muffin recipe with 10 minutes prep and 20 minutes cooking suitable for a healthier snack?
301,50c64efc-1cf0-48bf-98df-5ff84cbc14af,"Easy healthy banana muffins with apple purée, blueberries and mixed seeds — how do I make a low-calorie breakfast muffin sweetened with honey?"
301,50c64efc-1cf0-48bf-98df-5ff84cbc14af,"Breakfast-on-the-go muffins using mashed banana, natural yogurt and wholemeal flour — is there a 45-minute recipe with oats and honey?"
301,50c64efc-1cf0-48bf-98df-5ff84cbc14af,Low-calorie banana and blueberry muffins recipe (around 179 kcal per portion) with mixed seeds — any tips?
301,50c64efc-1cf0-48bf-98df-5ff84cbc14af,"Can I make egg-and-yogurt banana muffins with apple sauce, honey instead of sugar, and pumpkin/sunflower/flax seeds?"
301,50c64efc-1cf0-48bf-98df-5ff84cbc14af,"Healthy wholemeal banana muffins with apple, blueberries and oats — simple, kid-friendly recipe rated easy?"
302,1ab5f4e2-7283-4b1f-a348-0210cf028518,Are there easy cinnamon-spiced muffins with prunes and oats that I can make in about 35 minutes?
302,1ab5f4e2-7283-4b1f-a348-0210cf028518,Prune and pecan breakfast muffins with buttermilk and oats — quick on-the-go recipe?
302,1ab5f4e2-7283-4b1f-a348-0210cf028518,How many calories are in these feel-good prune and oat muffins (recipe shows about 478 kcal)?
302,1ab5f4e2-7283-4b1f-a348-0210cf028518,"Easy muffin recipe using light muscovado sugar and sunflower oil, ready in 35 minutes?"
302,1ab5f4e2-7283-4b1f-a348-0210cf028518,"5-star rated easy muffins with cinnamon, prunes and pecans — where can I find this recipe?"
303,79403c22-151c-40f6-b385-c9b48386f69e,"Quick toddler-friendly mini egg and veg muffins with courgette, carrot and feta — can I make these in about 20 minutes?"
303,79403c22-151c-40f6-b385-c9b48386f69e,Easy recipe for mini egg muffins with peas and feta for a toddler snack or lunch?
303,79403c22-151c-40f6-b385-c9b48386f69e,"How many mini egg & veg muffins does a recipe using 6 eggs and 25g feta make, and is it suitable for baby/toddler portions?"
303,79403c22-151c-40f6-b385-c9b48386f69e,"Simple, highly rated (5-star) mini egg muffins with zucchini (courgette), carrot and peas — what’s the basic recipe?"
303,79403c22-151c-40f6-b385-c9b48386f69e,Low-effort toddler snack: mini egg muffins with courgette and feta — prep time only a few minutes?
304,e9c882fb-1808-41bc-b7cf-15f3364f2a9d,Easy gluten-free muffins with crushed amaretti biscuits and Greek yogurt — how do I make them?
304,e9c882fb-1808-41bc-b7cf-15f3364f2a9d,"Gluten-free muffins made with ground almonds and rice flour, flavoured with a splash of espresso — ready in about 40 minutes?"
304,e9c882fb-1808-41bc-b7cf-15f3364f2a9d,"Light-textured, almondy muffins topped with flaked almonds — is there an easy gluten-free recipe for these?"
304,e9c882fb-1808-41bc-b7cf-15f3364f2a9d,"Can I use soft gluten-free amaretti and Greek yogurt to get moist, gluten-free muffins?"
304,e9c882fb-1808-41bc-b7cf-15f3364f2a9d,Where can I find a 4-star easy gluten-free muffin recipe that uses amaretti and coffee?
305,f96bb512-a27c-4300-adf4-f2b61eae93c3,How do I make easy raspberry and white chocolate chip muffins using Greek yogurt in about 50 minutes?
305,f96bb512-a27c-4300-adf4-f2b61eae93c3,Can I use frozen raspberries for a white chocolate chip muffin recipe that has a 30-minute bake time?
305,f96bb512-a27c-4300-adf4-f2b61eae93c3,Looking for a beginner-friendly muffin recipe with raspberries and white choc chips — is there a 5-star version?
305,f96bb512-a27c-4300-adf4-f2b61eae93c3,What ingredients are needed for raspberry and white chocolate muffins that call for self-raising flour and Greek yogurt?
305,f96bb512-a27c-4300-adf4-f2b61eae93c3,"Quick teatime muffins: raspberry and white chocolate chips, prep 20 minutes and bake 30 — any tips for best results?"
306,b7042c86-ad2d-4fbd-9155-fef188cf9c46,"Easy savory sweet potato, avocado & feta muffins — is there a recipe ready in about 40 minutes?"
306,b7042c86-ad2d-4fbd-9155-fef188cf9c46,"Savory muffin recipe with chunks of sweet potato, super-ripe avocado and a feta + mixed seeds topping?"
306,b7042c86-ad2d-4fbd-9155-fef188cf9c46,Muffins made with ground almonds and fine polenta instead of flour — any sweet potato and avocado savoury version with maple syrup?
306,b7042c86-ad2d-4fbd-9155-fef188cf9c46,"Quick brunch muffins using ripe avocado, sweet paprika and mixed seeds — how can I make those savory muffins?"
306,b7042c86-ad2d-4fbd-9155-fef188cf9c46,"4-star sweet potato, avocado and feta muffin recipe — easy savoury bake for about 4–6 portions in 40 minutes?"
307,511cd738-d91c-4794-856d-f913e62e1355,Easy baked 'doughnut muffins' with sugar-dusted tops and raspberry jam centers — where can I find that recipe?
307,511cd738-d91c-4794-856d-f913e62e1355,"How do I make jam-filled, sugar-coated muffins that taste like doughnuts in about 38 minutes?"
307,511cd738-d91c-4794-856d-f913e62e1355,Looking for an oven-baked doughnut-style muffin recipe using golden caster sugar and natural yogurt — any recommendations?
307,511cd738-d91c-4794-856d-f913e62e1355,Simple recipe for sugar-dipped muffins with a raspberry jam center for roughly 12 portions (no frying)?
307,511cd738-d91c-4794-856d-f913e62e1355,5-star doughnut muffins recipe that's about 229 kcal per serving and quick to make — can I get the details?
308,6b19ea47-3a03-479c-86e0-940f4ac30dc6,Easy Simnel muffins with mixed dried fruit and marzipan — about 55 minutes to make?
308,6b19ea47-3a03-479c-86e0-940f4ac30dc6,Festive orange and marzipan muffins with mini eggs — kid-friendly Simnel muffin recipe?
308,6b19ea47-3a03-479c-86e0-940f4ac30dc6,Simnel muffins flavored with grated orange zest and mixed spice — are they around 465 kcal each?
308,6b19ea47-3a03-479c-86e0-940f4ac30dc6,Simple muffin recipe using 300g self-raising flour and golden caster sugar — is this the Simnel muffins one?
308,6b19ea47-3a03-479c-86e0-940f4ac30dc6,Quick festive muffins using 250g mixed dried fruit and marzipan icing — can I make them in under an hour?
309,c98023c6-fd28-46b3-afba-e9123b661946,Light blueberry muffin recipe with virtually no saturated fat that uses rapeseed oil and buttermilk?
309,c98023c6-fd28-46b3-afba-e9123b661946,Easy wholemeal blueberry muffins with banana and lemon zest—about 50 minutes total to make?
309,c98023c6-fd28-46b3-afba-e9123b661946,Healthier blueberry muffins around 200 kcal each made with wholemeal flour and low saturated fat?
309,c98023c6-fd28-46b3-afba-e9123b661946,Blueberry muffin recipe using both self-raising and wholemeal flour plus light muscovado sugar?
309,c98023c6-fd28-46b3-afba-e9123b661946,Simple 4-star blueberry muffins with fresh berries and a 25-minute bake time?
310,700d048a-1b49-486e-aeed-59b378b3bb4c,How do I make easy choc-cherry muffins with dried sour cherries and chunks of white and dark chocolate?
310,700d048a-1b49-486e-aeed-59b378b3bb4c,Is there a muffin recipe I can freeze that takes about 40 minutes total and uses cherries and chocolate?
310,700d048a-1b49-486e-aeed-59b378b3bb4c,Any simple muffin recipe using natural yogurt and melted butter with both white and dark chocolate pieces?
310,700d048a-1b49-486e-aeed-59b378b3bb4c,Choc-cherry muffins — recipe around 386 kcal per serving with dried sour cherries?
310,700d048a-1b49-486e-aeed-59b378b3bb4c,Where can I find a highly rated (5-star) easy muffin recipe that combines chocolate and dried sour cherries?
311,8da73740-5451-457d-8701-72ce253e8c85,How do I make healthy breakfast muffins with mashed banana and apple sauce plus blueberries and mixed seeds?
311,8da73740-5451-457d-8701-72ce253e8c85,Easy wholemeal blueberry muffins with oats and cinnamon — can I make these in about 45 minutes?
311,8da73740-5451-457d-8701-72ce253e8c85,"Low‑sugar muffin recipe using banana, apple sauce and a bit of honey for natural sweetness?"
311,8da73740-5451-457d-8701-72ce253e8c85,Simple family‑friendly muffins using natural low‑fat yogurt and rapeseed oil — an easy breakfast option?
311,8da73740-5451-457d-8701-72ce253e8c85,Wholemeal banana and blueberry muffins with seeds and cinnamon — is there a highly rated (4★) recipe for this?
312,d6f6317f-a939-4cd0-b2e1-4fcbede56b23,How do I make easy Blueberry Bakewell muffins with a jammy centre and crunchy crumble topping?
312,d6f6317f-a939-4cd0-b2e1-4fcbede56b23,Quick 40-minute blueberry muffins recipe using wild blueberry conserve and almond extract?
312,d6f6317f-a939-4cd0-b2e1-4fcbede56b23,Blueberry Bakewell muffins with ground almonds and flaked almonds — what ingredients and tips do I need?
312,d6f6317f-a939-4cd0-b2e1-4fcbede56b23,How can I get a jammy blueberry centre in muffins if I only have frozen berries or blueberry jam?
312,d6f6317f-a939-4cd0-b2e1-4fcbede56b23,Top-rated (5-star) teatime blueberry muffins with demerara sugar crumble — simple recipe to follow?
313,e30038e8-1dd1-4468-810c-c058be6ea831,"Easy summer fruit crumble muffins with raspberries, blueberries and peaches — is there a 45-minute picnic muffin recipe?"
313,e30038e8-1dd1-4468-810c-c058be6ea831,Muffins using natural yogurt and softened butter with a demerara crumble topping — recipe with prep about 25 minutes?
313,e30038e8-1dd1-4468-810c-c058be6ea831,Quick mixed berry and peach crumble muffins (20 minute bake) — ingredients and bake time?
313,e30038e8-1dd1-4468-810c-c058be6ea831,"Looking for an easy, 3-star rated summer fruit crumble muffin recipe for playdates — uses blueberries, raspberries and peaches?"
313,e30038e8-1dd1-4468-810c-c058be6ea831,"Blueberry, raspberry and peach crumble muffins — how do I make an easy batch for a cuppa (total time ~45 mins)?"
314,dc91e252-ec29-4b5b-a489-810ba2ca2916,Easy chocolate muffins with hot chocolate custard — can I make these in 20 minutes and are they really about 215 kcal each?
314,dc91e252-ec29-4b5b-a489-810ba2ca2916,Quick muffin recipe using two pots of low‑fat custard and chopped dark chocolate?
314,dc91e252-ec29-4b5b-a489-810ba2ca2916,How to make simple cocoa muffins with hot chocolate sauce that use skimmed milk and sunflower oil?
314,dc91e252-ec29-4b5b-a489-810ba2ca2916,"Looking for an easy, 4‑star chocolate muffin recipe with a gooey custard center and low‑fat custard pots"
314,dc91e252-ec29-4b5b-a489-810ba2ca2916,"Simple chocolate muffins for home bakers: uses self‑raising flour, bicarbonate of soda and a hot chocolate custard filling?"
315,36680a13-e92e-40c7-a57a-71f0b8c42dfd,"How do I make easy maple-glazed blueberry muffins with a crisp, cracked-maple-sugar crust?"
